year,feature_group,feature_value,article_count,total_articles,article_pct_in_year
2012,primary_methodology,mixed_methods,2,76,2.6
2012,primary_methodology,"survey, mixed_methods",1,76,1.3
2012,service_area,not_applicable,41,76,53.9
2012,service_area,collections_and_access,15,76,19.7
2012,service_area,discovery_and_advisory,10,76,13.2
2012,service_area,learning_and_literacy,5,76,6.6
2012,service_area,professional_capacity,3,76,3.9
2012,service_area,space_and_infrastructure,1,76,1.3
2012,service_area,"outreach_and_partnerships, professional_capacity",1,76,1.3
2012,service_audience,not_applicable,51,76,67.1
2012,service_audience,students,8,76,10.5
2012,service_audience,general_public,6,76,7.9
2012,service_audience,adults,3,76,3.9
2012,service_audience,"students, educators",3,76,3.9
2012,service_audience,children,2,76,2.6
2012,service_audience,underserved_or_special_population,1,76,1.3
2012,service_audience,teens,1,76,1.3
2012,service_audience,older_adults,1,76,1.3
2012,service_conditions_addressed,not_applicable,60,76,78.9
2012,service_conditions_addressed,access_infrastructure_required,7,76,9.2
2012,service_conditions_addressed,evaluation_or_reflection,5,76,6.6
2012,service_conditions_addressed,community_assessment_needed,4,76,5.3
2012,service_conditions_addressed,skilled_facilitation_required,3,76,3.9
2012,service_conditions_addressed,sustainable_operations,2,76,2.6
2012,service_conditions_addressed,other,2,76,2.6
2012,service_conditions_addressed,"access_infrastructure_required, sustainable_operations",1,76,1.3
2012,service_conditions_addressed,"access_infrastructure_required, community_assessment_needed",1,76,1.3
2012,source_type,peer_reviewed_journal_article,76,76,100.0
2013,conceptual_theme,not_identified,72,92,78.3
2013,conceptual_theme,information_behavior_and_practice,7,92,7.6
2013,conceptual_theme,social_equity_and_access,6,92,6.5
2013,conceptual_theme,theoretical_or_conceptual,4,92,4.3
2013,conceptual_theme,"game_literacy, educational_psychology",1,92,1.1
2013,conceptual_theme,cultural_heritage_and_research,1,92,1.1
2013,conceptual_theme,game_literacy,1,92,1.1
2013,conceptual_theme,educational_psychology,1,92,1.1
2013,conceptual_theme,service_ecology,1,92,1.1
2013,evidence_confidence,descriptive_only,33,92,35.9
2013,evidence_confidence,theoretical_or_conceptual,27,92,29.3
2013,evidence_confidence,promising_evidence,12,92,13.0
2013,evidence_confidence,practitioner_knowledge,6,92,6.5
2013,evidence_confidence,medium,5,92,5.4
2013,evidence_confidence,demonstrated_outcome,4,92,4.3
2013,evidence_confidence,not_applicable,4,92,4.3
2013,evidence_confidence,low,1,92,1.1
2013,evidence_type,empirical_study,37,92,40.2
2013,evidence_type,evidence_synthesis,16,92,17.4
2013,evidence_type,theoretical_or_conceptual,9,92,9.8
2013,evidence_type,content_or_artifact_analysis,9,92,9.8
2013,evidence_type,practitioner_reflection,8,92,8.7
2013,evidence_type,implementation_case,6,92,6.5
2013,evidence_type,historical_analysis,4,92,4.3
2013,evidence_type,instrument_or_framework_development,3,92,3.3
2013,game_format,unspecified_game_format,87,92,94.6
2013,game_format,digital_game,3,92,3.3
2013,game_format,tabletop_game,2,92,2.2
2013,game_format,tabletop_roleplaying_game,1,92,1.1
2013,game_format,live_action_roleplaying_game,1,92,1.1
2013,game_format,"digital_game, tabletop_game",1,92,1.1
2013,intended_outcome,not_applicable,62,92,67.4
2013,intended_outcome,institutional_capacity,8,92,8.7
2013,intended_outcome,learning_and_literacy,7,92,7.6
2013,intended_outcome,equitable_access,6,92,6.5
2013,intended_outcome,engagement_and_participation,4,92,4.3
2013,intended_outcome,"engagement_and_participation, discovery_and_advisory",3,92,3.3
2013,intended_outcome,discovery_and_advisory,2,92,2.2
2013,intended_outcome,"learning_and_literacy, engagement_and_participation",1,92,1.1
2013,intended_outcome,cultural_stewardship_and_preservation,1,92,1.1
2013,intended_outcome,collections_and_access,1,92,1.1
2013,library_context,academic_library,44,92,47.8
2013,library_context,unspecified_library_context,25,92,27.2
2013,library_context,public_library,9,92,9.8
2013,library_context,non_library_context,9,92,9.8
2013,library_context,school_library,2,92,2.2
2013,library_context,"academic_library, cultural_heritage_institution",2,92,2.2
2013,library_context,cultural_heritage_institution,1,92,1.1
2013,primary_methodology,none,17,92,18.5
2013,primary_methodology,content_analysis,15,92,16.3
2013,primary_methodology,unspecified,10,92,10.9
2013,primary_methodology,survey,9,92,9.8
2013,primary_methodology,qualitative_study,8,92,8.7
2013,primary_methodology,historical_analysis,8,92,8.7
2013,primary_methodology,mixed_methods,7,92,7.6
2013,primary_methodology,evidence_synthesis,6,92,6.5
2013,primary_methodology,case_or_design_study,5,92,5.4
2013,primary_methodology,theoretical_or_conceptual,5,92,5.4
2013,primary_methodology,"survey, mixed_methods",1,92,1.1
2013,primary_methodology,"historical_analysis, theoretical_or_conceptual",1,92,1.1
2013,service_area,not_applicable,58,92,63.0
2013,service_area,collections_and_access,14,92,15.2
2013,service_area,professional_capacity,7,92,7.6
2013,service_area,programming_and_facilitation,5,92,5.4
2013,service_area,learning_and_literacy,5,92,5.4
2013,service_area,discovery_and_advisory,2,92,2.2
2013,service_area,cultural_heritage_and_research,1,92,1.1
2013,service_area,space_and_infrastructure,1,92,1.1
2013,service_area,"outreach_and_partnerships, programming_and_facilitation",1,92,1.1
2013,service_audience,not_applicable,62,92,67.4
2013,service_audience,students,10,92,10.9
2013,service_audience,general_public,7,92,7.6
2013,service_audience,educators,6,92,6.5
2013,service_audience,teens,4,92,4.3
2013,service_audience,children,2,92,2.2
2013,service_audience,underserved_or_special_population,2,92,2.2
2013,service_audience,"students, educators",1,92,1.1
2013,service_audience,young_adults,1,92,1.1
2013,service_audience,"children, teens",1,92,1.1
2013,service_conditions_addressed,not_applicable,72,92,78.3
2013,service_conditions_addressed,access_infrastructure_required,8,92,8.7
2013,service_conditions_addressed,community_assessment_needed,6,92,6.5
2013,service_conditions_addressed,skilled_facilitation_required,6,92,6.5
2013,service_conditions_addressed,evaluation_or_reflection,2,92,2.2
2013,service_conditions_addressed,"access_infrastructure_required, skilled_facilitation_required",2,92,2.2
2013,service_conditions_addressed,"access_infrastructure_required, community_assessment_needed",2,92,2.2
2013,service_conditions_addressed,"skilled_facilitation_required, access_infrastructure_required",1,92,1.1
2013,service_conditions_addressed,other,1,92,1.1
2013,service_conditions_addressed,inclusive_design_or_accessibility,1,92,1.1
2013,source_type,peer_reviewed_journal_article,92,92,100.0
2014,conceptual_theme,not_identified,64,76,84.2
2014,conceptual_theme,information_behavior_and_practice,4,76,5.3
2014,conceptual_theme,theoretical_or_conceptual,3,76,3.9
2014,conceptual_theme,social_equity_and_access,2,76,2.6
2014,conceptual_theme,educational_psychology,1,76,1.3
2014,conceptual_theme,service_ecology,1,76,1.3
2014,conceptual_theme,"social_equity_and_access, information_behavior_and_practice",1,76,1.3
2014,evidence_confidence,theoretical_or_conceptual,29,76,38.2
2014,evidence_confidence,descriptive_only,25,76,32.9
2014,evidence_confidence,promising_evidence,7,76,9.2
2014,evidence_confidence,demonstrated_outcome,5,76,6.6
2014,evidence_confidence,medium,5,76,6.6
2014,evidence_confidence,practitioner_knowledge,4,76,5.3
2014,evidence_confidence,evidence_synthesis,1,76,1.3
2014,evidence_type,empirical_study,20,76,26.3
2014,evidence_type,evidence_synthesis,19,76,25.0
2014,evidence_type,theoretical_or_conceptual,11,76,14.5
2014,evidence_type,historical_analysis,8,76,10.5
2014,evidence_type,implementation_case,7,76,9.2
2014,evidence_type,content_or_artifact_analysis,6,76,7.9
2014,evidence_type,practitioner_reflection,3,76,3.9
2014,evidence_type,instrument_or_framework_development,2,76,2.6
2014,game_format,unspecified_game_format,75,76,98.7
2014,game_format,virtual_or_augmented_reality,1,76,1.3
2014,intended_outcome,not_applicable,62,76,81.6
2014,intended_outcome,institutional_capacity,5,76,6.6
2014,intended_outcome,equitable_access,2,76,2.6
2014,intended_outcome,learning_and_literacy,2,76,2.6
2014,intended_outcome,"learning_and_literacy, institutional_capacity",1,76,1.3
2014,intended_outcome,discovery_and_advisory,1,76,1.3
2014,intended_outcome,"equitable_access, discovery_and_advisory",1,76,1.3
2014,intended_outcome,engagement_and_participation,1,76,1.3
2014,intended_outcome,"equitable_access, cultural_stewardship_and_preservation",1,76,1.3
2014,library_context,academic_library,32,76,42.1
2014,library_context,unspecified_library_context,22,76,28.9
2014,library_context,public_library,13,76,17.1
2014,library_context,multiple_library_types,2,76,2.6
2014,library_context,cultural_heritage_institution,2,76,2.6
2014,library_context,"academic_library, public_library, multiple_library_types",1,76,1.3
2014,library_context,not_applicable,1,76,1.3
2014,library_context,library_school,1,76,1.3
2014,library_context,non_library_context,1,76,1.3
2014,library_context,"public_library, academic_library, multiple_library_types",1,76,1.3
2014,primary_methodology,none,15,76,19.7
2014,primary_methodology,theoretical_or_conceptual,11,76,14.5
2014,primary_methodology,content_analysis,10,76,13.2
2014,primary_methodology,survey,9,76,11.8
2014,primary_methodology,historical_analysis,9,76,11.8
2014,primary_methodology,unspecified,8,76,10.5
2014,primary_methodology,evidence_synthesis,4,76,5.3
2014,primary_methodology,case_or_design_study,4,76,5.3
2014,primary_methodology,mixed_methods,2,76,2.6
2014,primary_methodology,qualitative_study,2,76,2.6
2014,primary_methodology,quantitative_study,1,76,1.3
2014,primary_methodology,experimental_study,1,76,1.3
2014,service_area,not_applicable,55,76,72.4
2014,service_area,collections_and_access,11,76,14.5
2014,service_area,discovery_and_advisory,4,76,5.3
2014,service_area,learning_and_literacy,3,76,3.9
2014,service_area,space_and_infrastructure,2,76,2.6
2014,service_area,"learning_and_literacy, professional_capacity",1,76,1.3
2014,service_area,programming_and_facilitation,1,76,1.3
2014,service_area,cultural_heritage_and_research,1,76,1.3
2014,service_area,"collections_and_access, professional_capacity",1,76,1.3
2014,service_area,professional_capacity,1,76,1.3
2014,service_audience,not_applicable,57,76,75.0
2014,service_audience,students,8,76,10.5
2014,service_audience,general_public,6,76,7.9
2014,service_audience,educators,2,76,2.6
2014,service_audience,children,2,76,2.6
2014,service_audience,adults,1,76,1.3
2014,service_conditions_addressed,not_applicable,64,76,84.2
2014,service_conditions_addressed,access_infrastructure_required,5,76,6.6
2014,service_conditions_addressed,evaluation_or_reflection,3,76,3.9
2014,service_conditions_addressed,skilled_facilitation_required,3,76,3.9
2014,service_conditions_addressed,sustainable_operations,2,76,2.6
2014,service_conditions_addressed,"access_infrastructure_required, skilled_facilitation_required",1,76,1.3
2014,service_conditions_addressed,"access_infrastructure_required, sustainable_operations",1,76,1.3
2014,service_conditions_addressed,community_assessment_needed,1,76,1.3
2014,service_conditions_addressed,other,1,76,1.3
2014,source_type,peer_reviewed_journal_article,76,76,100.0
2015,conceptual_theme,not_identified,75,106,70.8
2015,conceptual_theme,information_behavior_and_practice,9,106,8.5
2015,conceptual_theme,theoretical_or_conceptual,8,106,7.5
2015,conceptual_theme,social_equity_and_access,7,106,6.6
2015,conceptual_theme,educational_psychology,2,106,1.9
2015,conceptual_theme,not_applicable,2,106,1.9
2015,conceptual_theme,participatory_culture_and_production,1,106,0.9
2015,conceptual_theme,service_ecology,1,106,0.9
2015,conceptual_theme,"social_equity_and_access, participatory_culture_and_production",1,106,0.9
2015,conceptual_theme,"social_equity_and_access, service_ecology, multiple_themes",1,106,0.9
2015,evidence_confidence,theoretical_or_conceptual,38,106,35.8
2015,evidence_confidence,descriptive_only,29,106,27.4
2015,evidence_confidence,practitioner_knowledge,12,106,11.3
2015,evidence_confidence,promising_evidence,12,106,11.3
2015,evidence_confidence,demonstrated_outcome,7,106,6.6
2015,evidence_confidence,medium,5,106,4.7
2015,evidence_confidence,not_applicable,2,106,1.9
2015,evidence_confidence,low,1,106,0.9
2015,evidence_type,empirical_study,36,106,34.0
2015,evidence_type,theoretical_or_conceptual,28,106,26.4
2015,evidence_type,evidence_synthesis,21,106,19.8
2015,evidence_type,implementation_case,7,106,6.6
2015,evidence_type,practitioner_reflection,7,106,6.6
2015,evidence_type,content_or_artifact_analysis,4,106,3.8
2015,evidence_type,instrument_or_framework_development,2,106,1.9
2015,evidence_type,historical_analysis,1,106,0.9
2015,game_format,unspecified_game_format,106,106,100.0
2015,intended_outcome,not_applicable,80,106,75.5
2015,intended_outcome,institutional_capacity,10,106,9.4
2015,intended_outcome,equitable_access,5,106,4.7
2015,intended_outcome,learning_and_literacy,5,106,4.7
2015,intended_outcome,"equitable_access, community_and_inclusion",2,106,1.9
2015,intended_outcome,discovery_and_advisory,2,106,1.9
2015,intended_outcome,cultural_stewardship_and_preservation,1,106,0.9
2015,intended_outcome,"equitable_access, belonging_and_community",1,106,0.9
2015,intended_outcome,"equitable_access, learning_and_literacy",1,106,0.9
2015,intended_outcome,engagement_and_participation,1,106,0.9
2015,library_context,academic_library,56,106,52.8
2015,library_context,unspecified_library_context,29,106,27.4
2015,library_context,public_library,5,106,4.7
2015,library_context,library_school,4,106,3.8
2015,library_context,multiple_library_types,3,106,2.8
2015,library_context,not_applicable,3,106,2.8
2015,library_context,school_library,2,106,1.9
2015,library_context,"academic_library, public_library, multiple_library_types",1,106,0.9
2015,library_context,cultural_heritage_institution,1,106,0.9
2015,library_context,"academic_library, cultural_heritage_institution, multiple_library_types",1,106,0.9
2015,library_context,non_library_context,1,106,0.9
2015,primary_methodology,theoretical_or_conceptual,25,106,23.6
2015,primary_methodology,none,18,106,17.0
2015,primary_methodology,unspecified,15,106,14.2
2015,primary_methodology,survey,12,106,11.3
2015,primary_methodology,qualitative_study,11,106,10.4
2015,primary_methodology,content_analysis,9,106,8.5
2015,primary_methodology,evidence_synthesis,5,106,4.7
2015,primary_methodology,case_or_design_study,5,106,4.7
2015,primary_methodology,historical_analysis,3,106,2.8
2015,primary_methodology,mixed_methods,2,106,1.9
2015,primary_methodology,experimental_study,2,106,1.9
2015,service_area,not_applicable,76,106,71.7
2015,service_area,collections_and_access,13,106,12.3
2015,service_area,discovery_and_advisory,5,106,4.7
2015,service_area,professional_capacity,5,106,4.7
2015,service_area,learning_and_literacy,4,106,3.8
2015,service_area,outreach_and_partnerships,2,106,1.9
2015,service_area,space_and_infrastructure,1,106,0.9
2015,service_area,community_and_inclusion,1,106,0.9
2015,service_audience,not_applicable,76,106,71.7
2015,service_audience,students,14,106,13.2
2015,service_audience,educators,6,106,5.7
2015,service_audience,adults,4,106,3.8
2015,service_audience,general_public,3,106,2.8
2015,service_audience,underserved_or_special_population,2,106,1.9
2015,service_audience,"general_public, underserved_or_special_population",1,106,0.9
2015,service_audience,"teens, students",1,106,0.9
2015,service_conditions_addressed,not_applicable,87,106,82.1
2015,service_conditions_addressed,access_infrastructure_required,8,106,7.5
2015,service_conditions_addressed,sustainable_operations,7,106,6.6
2015,service_conditions_addressed,community_assessment_needed,3,106,2.8
2015,service_conditions_addressed,skilled_facilitation_required,3,106,2.8
2015,service_conditions_addressed,inclusive_design_or_accessibility,2,106,1.9
2015,service_conditions_addressed,evaluation_or_reflection,1,106,0.9
2015,service_conditions_addressed,"access_infrastructure_required, community_assessment_needed",1,106,0.9
2015,service_conditions_addressed,"community_assessment_needed, sustainable_operations",1,106,0.9
2015,service_conditions_addressed,other,1,106,0.9
2015,service_conditions_addressed,"access_infrastructure_required, sustainable_operations",1,106,0.9
2015,service_conditions_addressed,"access_infrastructure_required, inclusive_design_or_accessibility",1,106,0.9
2015,source_type,peer_reviewed_journal_article,106,106,100.0
2016,conceptual_theme,not_identified,31,47,66.0
2016,conceptual_theme,information_behavior_and_practice,6,47,12.8
2016,conceptual_theme,theoretical_or_conceptual,5,47,10.6
2016,conceptual_theme,social_equity_and_access,3,47,6.4
2016,conceptual_theme,"educational_psychology, information_behavior_and_practice",1,47,2.1
2016,conceptual_theme,service_ecology,1,47,2.1
2016,evidence_confidence,theoretical_or_conceptual,15,47,31.9
2016,evidence_confidence,descriptive_only,14,47,29.8
2016,evidence_confidence,demonstrated_outcome,9,47,19.1
2016,evidence_confidence,promising_evidence,5,47,10.6
2016,evidence_confidence,medium,2,47,4.3
2016,evidence_confidence,not_applicable,1,47,2.1
2016,evidence_confidence,practitioner_knowledge,1,47,2.1
2016,evidence_type,empirical_study,20,47,42.6
2016,evidence_type,evidence_synthesis,9,47,19.1
2016,evidence_type,theoretical_or_conceptual,7,47,14.9
2016,evidence_type,practitioner_reflection,4,47,8.5
2016,evidence_type,content_or_artifact_analysis,3,47,6.4
2016,evidence_type,implementation_case,3,47,6.4
2016,evidence_type,instrument_or_framework_development,1,47,2.1
2016,game_format,unspecified_game_format,47,47,100.0
2016,intended_outcome,not_applicable,31,47,66.0
2016,intended_outcome,institutional_capacity,6,47,12.8
2016,intended_outcome,discovery_and_advisory,3,47,6.4
2016,intended_outcome,learning_and_literacy,3,47,6.4
2016,intended_outcome,equitable_access,2,47,4.3
2016,intended_outcome,other,1,47,2.1
2016,intended_outcome,"institutional_capacity, social_equity_and_access",1,47,2.1
2016,intended_outcome,engagement_and_participation,1,47,2.1
2016,library_context,academic_library,30,47,63.8
2016,library_context,unspecified_library_context,11,47,23.4
2016,library_context,library_school,2,47,4.3
2016,library_context,public_library,2,47,4.3
2016,library_context,non_library_context,2,47,4.3
2016,primary_methodology,theoretical_or_conceptual,9,47,19.1
2016,primary_methodology,content_analysis,8,47,17.0
2016,primary_methodology,survey,6,47,12.8
2016,primary_methodology,none,5,47,10.6
2016,primary_methodology,case_or_design_study,5,47,10.6
2016,primary_methodology,qualitative_study,4,47,8.5
2016,primary_methodology,mixed_methods,4,47,8.5
2016,primary_methodology,evidence_synthesis,4,47,8.5
2016,primary_methodology,unspecified,2,47,4.3
2016,service_area,not_applicable,32,47,68.1
2016,service_area,collections_and_access,5,47,10.6
2016,service_area,discovery_and_advisory,3,47,6.4
2016,service_area,learning_and_literacy,3,47,6.4
2016,service_area,professional_capacity,3,47,6.4
2016,service_area,outreach_and_partnerships,1,47,2.1
2016,service_area,space_and_infrastructure,1,47,2.1
2016,service_audience,not_applicable,32,47,68.1
2016,service_audience,students,9,47,19.1
2016,service_audience,general_public,4,47,8.5
2016,service_audience,underserved_or_special_population,1,47,2.1
2016,service_audience,"students, educators",1,47,2.1
2016,service_conditions_addressed,not_applicable,34,47,72.3
2016,service_conditions_addressed,skilled_facilitation_required,7,47,14.9
2016,service_conditions_addressed,sustainable_operations,6,47,12.8
2016,service_conditions_addressed,access_infrastructure_required,6,47,12.8
2016,service_conditions_addressed,evaluation_or_reflection,3,47,6.4
2016,service_conditions_addressed,community_assessment_needed,1,47,2.1
2016,service_conditions_addressed,inclusive_design_or_accessibility,1,47,2.1
2016,source_type,peer_reviewed_journal_article,47,47,100.0
2017,conceptual_theme,not_identified,80,95,84.2
2017,conceptual_theme,information_behavior_and_practice,5,95,5.3
2017,conceptual_theme,theoretical_or_conceptual,3,95,3.2
2017,conceptual_theme,service_ecology,3,95,3.2
2017,conceptual_theme,participatory_culture_and_production,3,95,3.2
2017,conceptual_theme,educational_psychology,1,95,1.1
2017,conceptual_theme,social_equity_and_access,1,95,1.1
2017,evidence_confidence,descriptive_only,28,95,29.5
2017,evidence_confidence,theoretical_or_conceptual,24,95,25.3
2017,evidence_confidence,promising_evidence,16,95,16.8
2017,evidence_confidence,practitioner_knowledge,10,95,10.5
2017,evidence_confidence,medium,9,95,9.5
2017,evidence_confidence,demonstrated_outcome,4,95,4.2
2017,evidence_confidence,not_applicable,4,95,4.2
2017,evidence_type,empirical_study,31,95,32.6
2017,evidence_type,evidence_synthesis,26,95,27.4
2017,evidence_type,implementation_case,13,95,13.7
2017,evidence_type,theoretical_or_conceptual,10,95,10.5
2017,evidence_type,practitioner_reflection,5,95,5.3
2017,evidence_type,content_or_artifact_analysis,4,95,4.2
2017,evidence_type,instrument_or_framework_development,3,95,3.2
2017,evidence_type,qualitative_study,2,95,2.1
2017,evidence_type,none,1,95,1.1
2017,game_format,unspecified_game_format,92,95,96.8
2017,game_format,tabletop_game,2,95,2.1
2017,game_format,toy_or_open_play,1,95,1.1
2017,game_format,digital_game,1,95,1.1
2017,intended_outcome,not_applicable,66,95,69.5
2017,intended_outcome,institutional_capacity,11,95,11.6
2017,intended_outcome,learning_and_literacy,6,95,6.3
2017,intended_outcome,equitable_access,5,95,5.3
2017,intended_outcome,other,3,95,3.2
2017,intended_outcome,engagement_and_participation,2,95,2.1
2017,intended_outcome,belonging_and_community,1,95,1.1
2017,intended_outcome,wellness_and_resilience,1,95,1.1
2017,intended_outcome,"learning_and_literacy, institutional_capacity",1,95,1.1
2017,intended_outcome,discovery_and_advisory,1,95,1.1
2017,library_context,academic_library,75,95,78.9
2017,library_context,unspecified_library_context,16,95,16.8
2017,library_context,cultural_heritage_institution,3,95,3.2
2017,library_context,public_library,1,95,1.1
2017,primary_methodology,none,29,95,30.5
2017,primary_methodology,survey,16,95,16.8
2017,primary_methodology,unspecified,11,95,11.6
2017,primary_methodology,content_analysis,11,95,11.6
2017,primary_methodology,evidence_synthesis,8,95,8.4
2017,primary_methodology,theoretical_or_conceptual,8,95,8.4
2017,primary_methodology,qualitative_study,7,95,7.4
2017,primary_methodology,case_or_design_study,3,95,3.2
2017,primary_methodology,"survey, statistical_analysis",1,95,1.1
2017,primary_methodology,action_research,1,95,1.1
2017,primary_methodology,practitioner_reflection,1,95,1.1
2017,service_area,not_applicable,57,95,60.0
2017,service_area,collections_and_access,20,95,21.1
2017,service_area,professional_capacity,9,95,9.5
2017,service_area,learning_and_literacy,5,95,5.3
2017,service_area,outreach_and_partnerships,2,95,2.1
2017,service_area,discovery_and_advisory,2,95,2.1
2017,service_area,programming_and_facilitation,1,95,1.1
2017,service_area,community_and_inclusion,1,95,1.1
2017,service_audience,not_applicable,65,95,68.4
2017,service_audience,students,11,95,11.6
2017,service_audience,educators,7,95,7.4
2017,service_audience,adults,4,95,4.2
2017,service_audience,general_public,3,95,3.2
2017,service_audience,"students, educators",3,95,3.2
2017,service_audience,underserved_or_special_population,1,95,1.1
2017,service_audience,"students, adults",1,95,1.1
2017,service_conditions_addressed,not_applicable,76,95,80.0
2017,service_conditions_addressed,access_infrastructure_required,8,95,8.4
2017,service_conditions_addressed,sustainable_operations,7,95,7.4
2017,service_conditions_addressed,skilled_facilitation_required,5,95,5.3
2017,service_conditions_addressed,community_assessment_needed,4,95,4.2
2017,service_conditions_addressed,evaluation_or_reflection,3,95,3.2
2017,service_conditions_addressed,inclusive_design_or_accessibility,2,95,2.1
2017,service_conditions_addressed,access_infrastructure_required; sustainable_operations,1,95,1.1
2017,service_conditions_addressed,"skilled_facilitation_required, community_assessment_needed",1,95,1.1
2017,source_type,peer_reviewed_journal_article,88,95,92.6
2017,source_type,book,6,95,6.3
2017,source_type,book_chapter,1,95,1.1
2018,conceptual_theme,not_identified,79,93,84.9
2018,conceptual_theme,information_behavior_and_practice,5,93,5.4
2018,conceptual_theme,social_equity_and_access,3,93,3.2
2018,conceptual_theme,theoretical_or_conceptual,3,93,3.2
2018,conceptual_theme,service_ecology,2,93,2.2
2018,conceptual_theme,educational_psychology,1,93,1.1
2018,conceptual_theme,participatory_culture_and_production,1,93,1.1
2018,evidence_confidence,descriptive_only,24,93,25.8
2018,evidence_confidence,theoretical_or_conceptual,21,93,22.6
2018,evidence_confidence,practitioner_knowledge,18,93,19.4
2018,evidence_confidence,not_applicable,9,93,9.7
2018,evidence_confidence,promising_evidence,7,93,7.5
2018,evidence_confidence,demonstrated_outcome,7,93,7.5
2018,evidence_confidence,medium,7,93,7.5
2018,evidence_type,empirical_study,28,93,30.1
2018,evidence_type,evidence_synthesis,26,93,28.0
2018,evidence_type,practitioner_reflection,17,93,18.3
2018,evidence_type,implementation_case,10,93,10.8
2018,evidence_type,theoretical_or_conceptual,9,93,9.7
2018,evidence_type,instrument_or_framework_development,1,93,1.1
2018,evidence_type,historical_analysis,1,93,1.1
2018,evidence_type,not_applicable,1,93,1.1
2018,game_format,unspecified_game_format,93,93,100.0
2018,intended_outcome,not_applicable,70,93,75.3
2018,intended_outcome,institutional_capacity,10,93,10.8
2018,intended_outcome,learning_and_literacy,7,93,7.5
2018,intended_outcome,equitable_access,3,93,3.2
2018,intended_outcome,engagement_and_participation,2,93,2.2
2018,intended_outcome,discovery_and_advisory,1,93,1.1
2018,intended_outcome,"equitable_access, learning_and_literacy",1,93,1.1
2018,library_context,academic_library,67,93,72.0
2018,library_context,unspecified_library_context,16,93,17.2
2018,library_context,public_library,4,93,4.3
2018,library_context,non_library_context,3,93,3.2
2018,library_context,cultural_heritage_institution,3,93,3.2
2018,primary_methodology,none,27,93,29.0
2018,primary_methodology,evidence_synthesis,13,93,14.0
2018,primary_methodology,case_or_design_study,9,93,9.7
2018,primary_methodology,survey,9,93,9.7
2018,primary_methodology,theoretical_or_conceptual,7,93,7.5
2018,primary_methodology,content_analysis,7,93,7.5
2018,primary_methodology,unspecified,6,93,6.5
2018,primary_methodology,mixed_methods,5,93,5.4
2018,primary_methodology,qualitative_study,4,93,4.3
2018,primary_methodology,empirical_study,2,93,2.2
2018,primary_methodology,quantitative_study,1,93,1.1
2018,primary_methodology,"survey, qualitative_study",1,93,1.1
2018,primary_methodology,historical_analysis,1,93,1.1
2018,primary_methodology,experimental_study,1,93,1.1
2018,service_area,not_applicable,70,93,75.3
2018,service_area,learning_and_literacy,6,93,6.5
2018,service_area,collections_and_access,5,93,5.4
2018,service_area,discovery_and_advisory,3,93,3.2
2018,service_area,professional_capacity,3,93,3.2
2018,service_area,space_and_infrastructure,2,93,2.2
2018,service_area,service_ecology,1,93,1.1
2018,service_area,social_equity_and_access,1,93,1.1
2018,service_area,creation_and_making,1,93,1.1
2018,service_area,outreach_and_partnerships,1,93,1.1
2018,service_area,cultural_heritage_and_research,1,93,1.1
2018,service_audience,not_applicable,62,93,66.7
2018,service_audience,students,14,93,15.1
2018,service_audience,educators,8,93,8.6
2018,service_audience,general_public,4,93,4.3
2018,service_audience,adults,2,93,2.2
2018,service_audience,"students, educators",2,93,2.2
2018,service_audience,"educators, general_public",1,93,1.1
2018,service_audience,underserved_or_special_population,1,93,1.1
2018,service_conditions_addressed,not_applicable,74,93,79.6
2018,service_conditions_addressed,access_infrastructure_required,11,93,11.8
2018,service_conditions_addressed,sustainable_operations,4,93,4.3
2018,service_conditions_addressed,evaluation_or_reflection,4,93,4.3
2018,service_conditions_addressed,skilled_facilitation_required,4,93,4.3
2018,service_conditions_addressed,inclusive_design_or_accessibility,3,93,3.2
2018,service_conditions_addressed,other,3,93,3.2
2018,service_conditions_addressed,community_assessment_needed,2,93,2.2
2018,source_type,peer_reviewed_journal_article,83,93,89.2
2018,source_type,book,9,93,9.7
2018,source_type,book_chapter,1,93,1.1
2019,conceptual_theme,not_identified,78,96,81.2
2019,conceptual_theme,information_behavior_and_practice,8,96,8.3
2019,conceptual_theme,theoretical_or_conceptual,5,96,5.2
2019,conceptual_theme,social_equity_and_access,4,96,4.2
2019,conceptual_theme,cultural_heritage_and_research,1,96,1.0
2019,evidence_confidence,theoretical_or_conceptual,28,96,29.2
2019,evidence_confidence,descriptive_only,25,96,26.0
2019,evidence_confidence,promising_evidence,16,96,16.7
2019,evidence_confidence,practitioner_knowledge,10,96,10.4
2019,evidence_confidence,not_applicable,6,96,6.2
2019,evidence_confidence,demonstrated_outcome,5,96,5.2
2019,evidence_confidence,medium,4,96,4.2
2019,evidence_confidence,evidence_synthesis,2,96,2.1
2019,evidence_type,empirical_study,32,96,33.3
2019,evidence_type,evidence_synthesis,24,96,25.0
2019,evidence_type,practitioner_reflection,14,96,14.6
2019,evidence_type,theoretical_or_conceptual,10,96,10.4
2019,evidence_type,implementation_case,8,96,8.3
2019,evidence_type,content_or_artifact_analysis,3,96,3.1
2019,evidence_type,not_applicable,2,96,2.1
2019,evidence_type,book,1,96,1.0
2019,evidence_type,qualitative_study,1,96,1.0
2019,evidence_type,instrument_or_framework_development,1,96,1.0
2019,game_format,unspecified_game_format,93,96,96.9
2019,game_format,virtual_or_augmented_reality,3,96,3.1
2019,intended_outcome,not_applicable,64,96,66.7
